bugID,component,component0Days,component1Days,component3Days,component7Days,component14Days,component30Days,reporterEmail,assigneeEmail,assigneeEmail0Days,assigneeEmail1Days,assigneeEmail3Days,assigneeEmail7Days,assigneeEmail14Days,assigneeEmail30Days,os,os0Days,os1Days,os3Days,os7Days,os14Days,os30Days,platform,platform0Days,platform1Days,platform3Days,platform7Days,platform14Days,platform30Days,milestone,milestone0Days,milestone1Days,milestone3Days,milestone7Days,milestone14Days,milestone30Days,nrKeywords,nrDependentBugs,peopleCC,nrPeopleCC0Days,nrPeopleCC1Days,nrPeopleCC3Days,nrPeopleCC7Days,nrPeopleCC14Days,nrPeopleCC30Days,opened,hoursOpenedBeforeNextRelease,lastModified,priority,priority0Days,priority1Days,priority3Days,priority7Days,priority14Days,priority30Days,severity,severity0Days,severity1Days,severity3Days,severity7Days,severity14Days,severity30Days,resolution,resolution0Days,resolution1Days,resolution3Days,resolution7Days,resolution14Days,resolution30Days,firstFix,lastFix,hoursLastFixBeforeNextRelease,hoursLastFixAfterPreviousRelease,status,status0Days,status1Days,status3Days,status7Days,status14Days,status30Days,firstActivity,nrActivities,nrActivities0Days,nrActivities1Days,nrActivities3Days,nrActivities7Days,nrActivities14Days,nrActivities30Days,lastResolution,nrComments,nrComments0Days,nrComments1Days,nrComments3Days,nrComments7Days,nrComments14Days,nrComments30Days,hoursToLastFix,hoursToLastResolution,monthOpened,yearOpened,monthYearOpened,filter_$,hTLFix2Bins0Days,hTLFix2Bins1Days,hTLFix2Bins3Days,hTLFix2Bins7Days,hTLFix2Bins14Days,hTLFix2Bins30Days,PredictedProbability_1,PredictedProbability_2,PredictedProbability_1_1,PredictedProbability_2_1,PredictedProbability_1_2,PredictedProbability_2_2,PredictedProbability_1_3,PredictedProbability_2_3,PredictedProbability_1_4,PredictedProbability_2_4,PredictedProbability_1_5,PredictedProbability_2_5,monthYearLastFixed
341562,gst-plugins-base,gst-plugins-base,gst-plugins-base,gst-plugins-base,gst-plugins-base,gst-plugins-base,gst-plugins-base,msmith@xiph.org,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,Linux,Linux,Linux,Linux,Linux,Linux,Linux,Other,Other,Other,Other,Other,Other,Other,0.10.,HEAD,HEAD,HEAD,HEAD,HEAD,0.10.,0,0,2,0,0,0,0,1,2,5/12/06 17:17,2982.7166,6/2/06 9:54,P4,P4,P4,P4,P4,P4,P4,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,FIXED,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,FIXED,6/2/06 9:54,6/2/06 9:54,2486.0898,849.91,RESOLVED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,RESOLVED,5/14/06 13:16,13,0,0,2,2,3,13,6/2/06 9:54,9,0,3,5,5,6,9,496.616667,496.616667,5,2006,2006- 5,0,2,2,1,1,1,1,0.613744,0.386256,0.648541,0.351459,0.568539,0.431461,0.550152,0.449848,0.412587,0.587413,#NULL!,#NULL!,2006- 6
341818,gst-plugins-good,gst-plugins-good,gst-plugins-good,gst-plugins-good,gst-plugins-good,gst-plugins-good,gst-plugins-good,jindrich.makovicka@itonis.tv,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,Linux,Linux,Linux,Linux,Linux,Linux,Linux,Other,Other,Other,Other,Other,Other,Other,0.10.,HEAD,HEAD,0.10.,0.10.,0.10.,0.10.,0,0,0,0,0,0,0,0,0,5/15/06 8:57,2919.05,5/17/06 8:13,P4,P4,P4,P4,P4,P4,P4,MAJOR,MAJOR,MAJOR,MAJOR,MAJOR,MAJOR,MAJOR,FIXED,#NULL!,#NULL!,FIXED,FIXED,FIXED,FIXED,5/17/06 8:13,5/17/06 8:13,2871.783,464.21695,RESOLVED,UNCONFIRMED,UNCONFIRMED,RESOLVED,RESOLVED,RESOLVED,RESOLVED,5/15/06 14:54,6,0,1,6,6,6,6,5/17/06 8:13,3,0,2,3,3,3,3,47.266667,47.266667,5,2006,2006- 5,0,1,1,1,1,1,1,0.434783,0.565217,0.648541,0.351459,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2006- 5
341563,gst-plugins-bad,gst-plugins-bad,gst-plugins-bad,gst-plugins-bad,gst-plugins-bad,gst-plugins-bad,gst-plugins-bad,ganadist@chollian.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,All,All,All,All,All,All,All,Other,Other,Other,Other,Other,Other,Other,0.10.,HEAD,HEAD,0.10.,0.10.,0.10.,0.10.,0,0,0,0,0,0,0,0,0,5/12/06 17:21,2982.6501,5/13/06 18:46,P4,P4,P4,P4,P4,P4,P4,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,FIXED,#NULL!,#NULL!,FIXED,FIXED,FIXED,FIXED,5/13/06 18:46,5/13/06 18:46,2957.2256,378.77444,RESOLVED,UNCONFIRMED,UNCONFIRMED,RESOLVED,RESOLVED,RESOLVED,RESOLVED,5/13/06 15:13,7,0,2,7,7,7,7,5/13/06 18:46,6,0,5,6,6,6,6,25.416667,25.416667,5,2006,2006- 5,0,1,1,1,1,1,1,0.613744,0.386256,0.648541,0.351459,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2006- 5
342592,gst-plugins-good,gst-plugins-good,gst-plugins-good,gst-plugins-good,gst-plugins-good,gst-plugins-good,gst-plugins-good,mdk@mdk.org.pl,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,Linux,Linux,Linux,Linux,Linux,Linux,Linux,Other,Other,Other,Other,Other,Other,Other,0.10.,HEAD,HEAD,0.10.,0.10.,0.10.,0.10.,0,0,2,0,0,2,2,2,2,5/22/06 17:05,2742.9165,6/14/06 15:08,P4,P4,P4,P4,P4,P4,P4,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,FIXED,#NULL!,#NULL!,FIXED,FIXED,FIXED,FIXED,5/24/06 16:04,6/14/06 15:08,2192.8613,1143.1387,RESOLVED,UNCONFIRMED,UNCONFIRMED,RESOLVED,RESOLVED,RESOLVED,RESOLVED,5/24/06 9:14,12,0,0,8,8,8,12,6/14/06 15:08,8,0,2,5,6,6,8,550.05,550.05,5,2006,2006- 5,0,2,2,1,1,1,1,0.613744,0.386256,0.648541,0.351459,0.706294,0.293706,1,0,1,0,#NULL!,#NULL!,2006- 6
342594,gst-plugins-ugly,gst-plugins-ugly,gst-plugins-ugly,gst-plugins-ugly,gst-plugins-ugly,gst-plugins-ugly,gst-plugins-ugly,mdk@mdk.org.pl,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,Linux,Linux,Linux,Linux,Linux,Linux,Linux,Other,Other,Other,Other,Other,Other,Other,0.10.,HEAD,HEAD,HEAD,HEAD,HEAD,0.10.,0,0,1,0,0,1,1,1,1,5/22/06 17:32,2742.4666,6/17/06 19:37,P4,P4,P4,P4,P4,P4,P4,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,FIXED,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,FIXED,6/17/06 19:37,6/17/06 19:37,2116.3687,1219.6313,RESOLVED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,RESOLVED,5/24/06 10:06,8,0,0,1,1,1,8,6/17/06 19:37,7,0,1,2,5,5,7,626.083333,626.083333,5,2006,2006- 5,0,2,2,1,1,1,1,0.471366,0.528634,0.04,0.96,0.412903,0.587097,0.394928,0.605072,0.379913,0.620087,#NULL!,#NULL!,2006- 6
342085,gst-plugins-base,gst-plugins-base,gst-plugins-base,gst-plugins-base,gst-plugins-base,gst-plugins-base,gst-plugins-base,slomo@circular-chaos.org,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,Linux,Linux,Linux,Linux,Linux,Linux,Linux,Other,Other,Other,Other,Other,Other,Other,0.10.,HEAD,HEAD,HEAD,HEAD,HEAD,HEAD,0,0,1,0,0,0,0,0,0,5/17/06 5:54,2874.1,6/16/06 11:05,P4,P4,P4,P4,P4,P4,P4,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,FIXED,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,6/16/06 11:05,6/16/06 11:05,2148.9001,1187.0997,RESOLVED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,6/16/06 11:05,4,0,0,0,0,0,0,6/16/06 11:05,2,0,1,1,1,1,1,725.183333,725.183333,5,2006,2006- 5,1,2,2,2,1,1,1,0.613744,0.386256,0.534615,0.465385,0.429703,0.570297,0.428161,0.571839,0.412587,0.587413,0.38247,0.61753,2006- 6
342345,gst-plugins-base,gst-plugins-good,gst-plugins-base,gst-plugins-base,gst-plugins-base,gst-plugins-base,gst-plugins-base,t.i.m@zen.co.uk,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,Linux,Linux,Linux,Linux,Linux,Linux,Linux,Other,Other,Other,Other,Other,Other,Other,0.10.,HEAD,0.10.,0.10.,0.10.,0.10.,0.10.,0,0,1,1,1,1,1,1,1,5/19/06 13:30,2818.5,5/29/06 19:29,P4,P4,P4,P4,P4,P4,P4,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,FIXED,#NULL!,FIXED,FIXED,FIXED,FIXED,FIXED,5/19/06 15:01,5/19/06 15:01,2816.9697,519.0303,RESOLVED,UNCONFIRMED,RESOLVED,RESOLVED,RESOLVED,RESOLVED,RESOLVED,5/19/06 13:31,7,0,7,7,7,7,7,5/19/06 15:01,4,0,2,2,3,4,4,1.516667,1.516667,5,2006,2006- 5,0,1,1,1,1,1,1,0.613744,0.386256,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2006- 5
343117,gst-plugins-good,gst-plugins-good,gst-plugins-good,gst-plugins-good,gst-plugins-good,gst-plugins-good,gst-plugins-good,mdk@mdk.org.pl,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,Linux,Linux,Linux,Linux,Linux,Linux,Linux,Other,Other,Other,Other,Other,Other,Other,0.10.,HEAD,HEAD,0.10.,0.10.,0.10.,0.10.,0,0,1,0,0,1,1,1,1,5/27/06 15:44,2624.2668,5/30/06 8:07,P4,P4,P4,P4,P4,P4,P4,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,FIXED,#NULL!,#NULL!,FIXED,FIXED,FIXED,FIXED,5/30/06 8:07,5/30/06 8:07,2559.8735,776.12665,RESOLVED,UNCONFIRMED,UNCONFIRMED,RESOLVED,RESOLVED,RESOLVED,RESOLVED,5/30/06 8:07,4,0,0,4,4,4,4,5/30/06 8:07,4,0,1,4,4,4,4,64.383333,64.383333,5,2006,2006- 5,0,1,1,1,1,1,1,0.613744,0.386256,0.534615,0.465385,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2006- 5
342097,gst-plugins-good,gst-plugins,gst-plugins-good,gst-plugins-good,gst-plugins-good,gst-plugins-good,gst-plugins-good,sam@robots.org.uk,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,All,All,All,All,All,All,All,Other,Other,Other,Other,Other,Other,Other,0.10.,HEAD,HEAD,HEAD,0.10.,0.10.,0.10.,0,0,0,0,0,0,0,0,0,5/17/06 9:04,2870.9333,5/22/06 15:31,P4,P4,P4,P4,P4,P4,P4,CRITICAL,CRITICAL,CRITICAL,CRITICAL,CRITICAL,CRITICAL,CRITICAL,FIXED,#NULL!,#NULL!,#NULL!,FIXED,FIXED,FIXED,5/22/06 15:31,5/22/06 15:31,2744.4705,591.5295,RESOLVED,UNCONFIRMED,NEW,NEW,RESOLVED,RESOLVED,RESOLVED,5/17/06 11:57,8,0,4,4,8,8,8,5/22/06 15:31,4,0,3,3,4,4,4,126.45,126.45,5,2006,2006- 5,0,1,1,1,1,1,1,0.471366,0.528634,0.648541,0.351459,0.706294,0.293706,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2006- 5
343122,gst-plugins-good,gst-plugins-good,gst-plugins-good,gst-plugins-good,gst-plugins-good,gst-plugins-good,gst-plugins-good,slomo@circular-chaos.org,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,Linux,Linux,Linux,Linux,Linux,Linux,Linux,Other,Other,Other,Other,Other,Other,Other,0.10.,HEAD,HEAD,0.10.,0.10.,0.10.,0.10.,0,0,0,0,0,0,0,0,0,5/27/06 17:05,2622.9165,5/30/06 16:52,P4,P4,P4,P4,P4,P4,P4,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,FIXED,#NULL!,#NULL!,FIXED,FIXED,FIXED,FIXED,5/30/06 16:52,5/30/06 16:52,2551.1226,784.8775,RESOLVED,UNCONFIRMED,UNCONFIRMED,RESOLVED,RESOLVED,RESOLVED,RESOLVED,5/28/06 14:54,7,0,2,7,7,7,7,5/30/06 16:52,6,0,4,6,6,6,6,71.783333,71.783333,5,2006,2006- 5,0,1,1,1,1,1,1,0.613744,0.386256,0.648541,0.351459,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2006- 5
343123,gst-plugins-good,gst-plugins-good,gst-plugins-good,gst-plugins-good,gst-plugins-good,gst-plugins-good,gst-plugins-good,slomo@circular-chaos.org,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,Linux,Linux,Linux,Linux,Linux,Linux,Linux,Other,Other,Other,Other,Other,Other,Other,0.10.,HEAD,0.10.,0.10.,0.10.,0.10.,0.10.,0,0,0,0,0,0,0,0,0,5/27/06 17:13,2622.7834,5/28/06 14:39,P4,P4,P4,P4,P4,P4,P4,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,FIXED,#NULL!,FIXED,FIXED,FIXED,FIXED,FIXED,5/28/06 14:39,5/28/06 14:39,2601.3347,734.6652,RESOLVED,UNCONFIRMED,RESOLVED,RESOLVED,RESOLVED,RESOLVED,RESOLVED,5/28/06 14:39,5,0,5,5,5,5,5,5/28/06 14:39,3,0,3,3,3,3,3,21.433333,21.433333,5,2006,2006- 5,0,1,1,1,1,1,1,0.613744,0.386256,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2006- 5
341078,gst-plugins-base,Podcast,Podcast,Podcast,Podcast,Podcast,Podcast,cabrilo.osm@gmail.com,wim.taymans@gmail.com,rhythmbox-maint@gnome.bugs,rhythmbox-maint@gnome.bugs,rhythmbox-maint@gnome.bugs,rhythmbox-maint@gnome.bugs,rhythmbox-maint@gnome.bugs,rhythmbox-maint@gnome.bugs,All,All,All,All,All,All,All,Other,Other,Other,Other,Other,Other,Other,0.10.,---,---,---,---,---,---,0,0,6,0,1,1,1,1,1,5/8/06 20:38,3075.3667,3/22/07 9:27,P4,P4,P4,P4,P4,P4,P4,MINOR,MINOR,MINOR,MINOR,MINOR,MINOR,MINOR,FIXED,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3/22/07 9:27,3/22/07 9:27,3205.5417,369.45807,RESOLVED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,5/9/06 15:09,16,0,1,1,1,1,1,3/22/07 9:27,7,0,2,2,2,2,2,7620.816667,7620.816667,5,2006,2006- 5,1,2,2,2,2,2,2,0.121212,0.878788,0,1,0,1,0.329545,0.670455,0.379913,0.620087,0.512126,0.487874,2007- 3
343127,gst-plugins-good,gst-plugins-good,gst-plugins-good,gst-plugins-good,gst-plugins-good,gst-plugins-good,gst-plugins-good,slomo@circular-chaos.org,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,Linux,Linux,Linux,Linux,Linux,Linux,Linux,Other,Other,Other,Other,Other,Other,Other,0.10.,HEAD,0.10.,0.10.,0.10.,0.10.,0.10.,0,0,0,0,0,0,0,0,0,5/27/06 18:55,2621.0833,5/28/06 14:41,P4,P4,P4,P4,P4,P4,P4,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,FIXED,#NULL!,FIXED,FIXED,FIXED,FIXED,FIXED,5/28/06 14:41,5/28/06 14:41,2601.3108,734.68915,RESOLVED,UNCONFIRMED,RESOLVED,RESOLVED,RESOLVED,RESOLVED,RESOLVED,5/28/06 14:41,5,0,5,5,5,5,5,5/28/06 14:41,3,0,3,3,3,3,3,19.766667,19.766667,5,2006,2006- 5,0,1,1,1,1,1,1,0.613744,0.386256,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2006- 5
343131,gst-plugins-bad,gst-plugins-bad,gst-plugins-bad,gst-plugins-bad,gst-plugins-bad,gst-plugins-bad,gst-plugins-bad,slomo@circular-chaos.org,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,Linux,Linux,Linux,Linux,Linux,Linux,Linux,Other,Other,Other,Other,Other,Other,Other,0.10.,HEAD,HEAD,HEAD,HEAD,0.10.,0.10.,0,0,0,0,0,0,0,0,0,5/27/06 20:31,2619.4834,6/10/06 15:42,P4,P4,P4,P4,P4,P4,P4,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,FIXED,#NULL!,#NULL!,#NULL!,#NULL!,FIXED,FIXED,6/10/06 15:42,6/10/06 15:42,2288.2932,1047.7067,RESOLVED,UNCONFIRMED,UNCONFIRMED,NEW,NEW,RESOLVED,RESOLVED,5/28/06 22:25,14,0,0,6,9,14,14,6/10/06 15:42,17,0,2,11,15,17,17,331.183333,331.183333,5,2006,2006- 5,0,2,1,1,1,1,1,0.613744,0.386256,0.648541,0.351459,0.568539,0.431461,0.394928,0.605072,#NULL!,#NULL!,#NULL!,#NULL!,2006- 6
341856,documentation,documentation,documentation,documentation,documentation,documentation,documentation,albx79@iol.it,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,All,All,All,All,All,All,All,Other,Other,Other,Other,Other,Other,Other,0.10.,HEAD,HEAD,0.10.,0.10.,0.10.,0.10.,0,0,0,0,0,0,0,0,0,5/15/06 13:39,2914.35,5/16/06 16:26,P4,P4,P4,P4,P4,P4,P4,MINOR,MINOR,MINOR,MINOR,MINOR,MINOR,MINOR,FIXED,#NULL!,#NULL!,FIXED,FIXED,FIXED,FIXED,5/16/06 16:26,5/16/06 16:26,2887.5593,448.44058,RESOLVED,UNCONFIRMED,UNCONFIRMED,RESOLVED,RESOLVED,RESOLVED,RESOLVED,5/16/06 16:26,4,0,0,4,4,4,4,5/16/06 16:26,2,0,1,2,2,2,2,26.783333,26.783333,5,2006,2006- 5,0,1,1,1,1,1,1,0.811765,0.188235,0.534615,0.465385,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2006- 5
341873,gst-plugins-base,gst-plugins-base,gst-plugins-base,gst-plugins-base,gst-plugins-base,gst-plugins-base,gst-plugins-base,t.i.m@zen.co.uk,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,Linux,Linux,Linux,Linux,Linux,Linux,Linux,Other,Other,Other,Other,Other,Other,Other,0.10.,HEAD,0.10.,0.10.,0.10.,0.10.,0.10.,0,0,1,0,1,1,1,1,1,5/15/06 15:57,2912.05,5/15/06 16:47,P4,P4,P4,P4,P4,P4,P4,MINOR,MINOR,MINOR,MINOR,MINOR,MINOR,MINOR,FIXED,#NULL!,FIXED,FIXED,FIXED,FIXED,FIXED,5/15/06 16:47,5/15/06 16:47,2911.2124,424.78748,RESOLVED,UNCONFIRMED,RESOLVED,RESOLVED,RESOLVED,RESOLVED,RESOLVED,5/15/06 16:15,8,0,8,8,8,8,8,5/15/06 16:47,3,0,3,3,3,3,3,0.833333,0.833333,5,2006,2006- 5,0,1,1,1,1,1,1,0.811765,0.188235,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2006- 5
341114,gst-python,gst-python,gst-python,gst-python,gst-python,gst-python,gst-python,piman@sacredchao.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,All,All,All,All,All,All,All,Other,Other,Other,Other,Other,Other,Other,0.10.,HEAD,HEAD,HEAD,HEAD,HEAD,HEAD,0,0,2,0,0,2,2,2,2,5/9/06 9:15,3062.7498,6/9/06 17:21,P4,P4,P4,P4,P4,P4,P4,MINOR,MINOR,MINOR,MINOR,MINOR,MINOR,MINOR,FIXED,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,6/9/06 17:21,6/9/06 17:21,2310.6372,1025.3628,RESOLVED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,5/11/06 20:50,5,0,0,2,2,2,2,6/9/06 17:21,6,0,1,4,5,5,5,752.1,752.1,5,2006,2006- 5,1,2,2,2,1,1,1,0.471366,0.528634,0.534615,0.465385,0.568539,0.431461,0.550152,0.449848,0.412587,0.587413,0.512126,0.487874,2006- 6
340859,gst-plugins-good,gst-plugins-good,gst-plugins-good,gst-plugins-good,gst-plugins-good,gst-plugins-good,gst-plugins-good,manauw@skynet.be,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,Linux,Linux,Linux,Linux,Linux,Linux,Linux,Other,Other,Other,Other,Other,Other,Other,0.10.,HEAD,HEAD,0.10.,0.10.,0.10.,0.10.,0,0,0,0,0,0,0,0,0,5/6/06 20:53,3123.1167,5/9/06 14:08,P4,P4,P4,P4,P4,P4,P4,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,FIXED,#NULL!,#NULL!,FIXED,FIXED,FIXED,FIXED,5/9/06 14:08,5/9/06 14:08,3057.8508,278.14917,RESOLVED,UNCONFIRMED,UNCONFIRMED,RESOLVED,RESOLVED,RESOLVED,RESOLVED,5/9/06 14:08,5,0,0,5,5,5,5,5/9/06 14:08,3,0,2,3,3,3,3,65.25,65.25,5,2006,2006- 5,0,1,1,1,1,1,1,0.613744,0.386256,0.648541,0.351459,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2006- 5
342143,gst-plugins-base,gst-plugins-base,gst-plugins-base,gst-plugins-base,gst-plugins-base,gst-plugins-base,gst-plugins-base,ganadist@chollian.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,Linux,Linux,Linux,Linux,Linux,Linux,Linux,Other,Other,Other,Other,Other,Other,Other,0.10.,HEAD,0.10.,0.10.,0.10.,0.10.,0.10.,0,0,0,0,0,0,0,0,0,5/17/06 16:11,2863.8167,5/17/06 17:48,P4,P4,P4,P4,P4,P4,P4,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,FIXED,#NULL!,FIXED,FIXED,FIXED,FIXED,FIXED,5/17/06 17:48,5/17/06 17:48,2862.1846,473.81528,RESOLVED,UNCONFIRMED,RESOLVED,RESOLVED,RESOLVED,RESOLVED,RESOLVED,5/17/06 16:14,6,0,6,6,6,6,6,5/17/06 17:48,3,0,3,3,3,3,3,1.616667,1.616667,5,2006,2006- 5,0,1,1,1,1,1,1,0.613744,0.386256,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2006- 5
